ID	Comunidad	Via	pValue	ncomu	nvia	nComVia	ElementsComVia
ST3GAL1.hsa00604	ST3GAL1	hsa00604	5.96958168475539e-70	33	36	29	ST3GAL1,ST3GAL2,B4GALNT1,ST8SIA5,ST8SIA1,B3GALT4,G00125,ST6GALNAC6,G00110,G00116,G00111,G00127,G00115,G00124,SLC33A1,G00113,G00118,G00119,G00114,G00123,ST6GALNAC3,ST6GALNAC4,ST6GALNAC5,G00117,G00126,G00112,G00120,G00129,G00128
VAMP4.hsa04130	VAMP4	hsa04130	2.67646008085991e-46	20	25	18	VAMP4,VAMP2,SNAP23,STX1A,STX1B,STX2,STX3,VTI1B,VTI1A,VAMP1,VAMP3,STX4,STX16,STX6,STX10,STX8,STX7,YKT6
C00101.hsa00230	C00101	hsa00230	1.66137582359801e-12	36	181	13	GART,ADSL,ATIC,PAICS,C03373,C04677,C04823,C04376,C04640,PFAS,C03838,C04734,C04751
C00101.hsa00670	C00101	hsa00670	4.56760357106105e-40	36	28	19	C00101,C00234,GART,C00445,MTR,FTCD,ATIC,MTHFD1,MTFMT,MTHFD2,MTHFD2L,C03479,MTHFR,ALDH1L1,ALDH1L2,MTHFD1L,C00440,ST20MTHFS,C00664
C00272.hsa00380	C00272	hsa00380	1.3513678352447e-24	30	79	16	C00078,IDO2,IDO1,AFMID,C02700,KYNU,TPH1,C00643,TPH2,C05648,C05651,TDO2,C05653,C00108,C05642,C05647
C00272.hsa00790	C00272	hsa00790	3.62659569647488e-13	30	52	9	C00272,C15522,TPH1,PAH,TPH2,C00268,QDPR,PCBD1,PCBD2
RARA.hsa05221	RARA	hsa05221	1.38730249061294e-21	13	66	11	RARA,SPI1,RUNX1,JUP,CEBPA,PML,RUNX1T1,ZBTB16,MPO,BCL2A1,CEBPE
EPAS1.hsa00020	EPAS1	hsa00020	2.22277034282987e-09	19	50	6	C00122,SDHA,SDHB,SDHC,SDHD,FH
EPAS1.hsa05200	EPAS1	hsa05200	1.01310226617851e-07	19	484	10	EPAS1,C00122,EGLN2,EGLN3,EGLN1,ELOB,ELOC,VHL,CUL2,ARNT2
C00097.hsa00270	C00097	hsa00270	1.26671714986275e-12	24	76	9	C00097,KYAT3,KYAT1,CTH,CBSL,C02291,C00491,C01962,CDO1
C00097.hsa00380	C00097	hsa00380	1.81946150471412e-12	24	79	9	KYAT3,KYAT1,C00328,AADAT,C03227,C05645,C01252,C00322,KMO
C00097.hsa00450	C00097	hsa00450	1.81812554601573e-11	24	37	7	KYAT3,KYAT1,CTH,C05689,C05698,C18904,C05699
GGT1.hsa00430	GGT1	hsa00430	7.94418555121798e-12	21	19	6	GGT1,GGT5,GGT6,GGT7,C00245,C05844
GGT1.hsa00480	GGT1	hsa00480	6.01917122763388e-28	21	84	16	GGT1,GGT5,GGT6,GGT7,C01419,LAP3,C05729,ANPEP,GGCT,C00151,C03740,C05726,C01879,CHAC2,CHAC1,OPLAH
C00575.hsa04971	C00575	hsa04971	2.51084925300336e-10	21	61	7	C00575,KCNJ2,KCNJ1,KCNE2,KCNJ10,KCNJ15,KCNJ16
HTT.hsa05016	HTT	hsa05016	5.18643503878871e-29	13	31	12	HTT,HIP1,CLTA,CLTB,CLTC,CLTCL1,AP2M1,AP2S1,AP2A1,AP2A2,AP2B1,REST
C00369.hsa00500	C00369	hsa00500	1.02214437319874e-35	16	54	16	C00369,C00208,C00721,C00089,GAA,GANC,MGAM,MGAM2,SI,C01935,AMY1A,AMY1B,AMY1C,AMY2A,AMY2B,C00252
C00073.hsa00270	C00073	hsa00270	1.26713452782156e-22	24	76	14	C00073,C00155,DNMT3A,DNMT3B,C00019,C00021,DNMT1,MAT2B,MAT1A,MAT2A,BHMT2,AHCYL1,AHCY,AHCYL2
C05966.hsa00480	C05966	hsa00480	1.21614374546994e-15	18	84	10	C00127,GPX1,GPX6,GPX2,GPX3,GPX5,GPX7,GPX8,GPX4,TXNDC12
C05966.hsa00590	C05966	hsa00590	2.59532136735892e-21	18	99	13	C05966,C05356,GPX1,C04742,C04805,GPX6,GPX2,GPX3,GPX5,GPX7,GPX8,ALOX15B,C14823
STK3.hsa04392	STK3	hsa04392	5.42271623645841e-50	19	28	19	STK3,WWC1,NF2,FRMD6,FRMD1,LATS2,LATS1,SAV1,DCHS2,DCHS1,FAT4,WTIP,AJUBA,LIMD1,MOB1A,MOB1B,RASSF6,RASSF4,RASSF2
GLB1.hsa00520	GLB1	hsa00520	7.7043050153865e-09	25	81	7	HEXA,HEXB,C00140,C01674,CHIT1,CHIA,C00461
GLB1.hsa00531	GLB1	hsa00531	1.54907985518198e-21	25	42	12	GLB1,HEXA,HEXB,G13073,GNS,G13074,G01977,G01391,GALNS,G09660,G01945,G02632
GLB1.hsa00600	GLB1	hsa00600	2.21110504030948e-09	25	68	7	GLB1,C01190,C01290,GBA,GBA2,UGCG,B4GALT6
GLA.hsa00052	GLA	hsa00052	7.27616137766399e-13	29	58	9	GLA,C01613,C00492,C05404,C05402,C05401,C05400,C05399,C01235
GLA.hsa00603	GLA	hsa00603	4.66788562293876e-33	29	30	16	GLA,A4GALT,B3GALNT1,G00094,G00092,G00093,GBGT1,A3GALT2,G11492,G13080,G00403,G00392,NAGA,G00095,G13081,G02977
DHCR24.hsa00100	DHCR24	hsa00100	3.24059307339692e-72	32	58	32	DHCR24,SC5D,DHCR7,EBP,TM7SF2,CYP51A1,C01164,C01189,C05108,C01724,C15783,C15780,C05437,C05439,C03845,C15776,C15781,C08821,C11508,C11455,C15782,C15777,C15778,C11522,C01789,C01802,C05107,C15915,C01753,C05109,C21106,C01943
AKR1B1.hsa00040	AKR1B1	hsa00040	2.73411780862965e-13	20	48	8	AKR1B1,AKR1B10,C00379,C00181,C00532,C00259,DCXR,C00312
AKR1B1.hsa00052	AKR1B1	hsa00052	1.16696651269347e-10	20	58	7	AKR1B1,AKR1B10,C00116,C00124,LCT,C00794,C01697
AKR1B1.hsa00790	AKR1B1	hsa00790	4.49643623960257e-15	20	52	9	AKR1B1,AKR1B10,C03684,SPR,C04244,C21640,PTS,C00835,C20239
C00006.hsa00480	C00006	hsa00480	1.68585817379305e-09	20	84	7	C00006,G6PD,IDH1,IDH2,C00005,PGD,GSR
C00006.hsa01200	C00006	hsa01200	2.72266183857786e-17	20	167	13	H6PD,G6PD,C00311,IDH1,IDH2,PGD,C00345,PGLS,C01236,IDNK,IDH3A,IDH3B,IDH3G
CEPT1.hsa00440	CEPT1	hsa00440	2.07873280504213e-31	17	11	11	CEPT1,PCYT1A,PCYT1B,PCYT2,SELENOI,C05674,C05673,C06459,C05676,C05675,C03557
CEPT1.hsa00564	CEPT1	hsa00564	6.5012897483363e-09	17	123	7	CEPT1,CHPT1,PCYT1A,PCYT1B,PCYT2,C00307,C00570
G00157.hsa00532	G00157	hsa00532	7.47083702721119e-42	25	21	17	G00157,G00159,G00160,G00158,CHSY1,CHSY3,CSGALNACT2,CSGALNACT1,CHPF,G00154,XYLT1,XYLT2,B3GAT3,G00156,B3GALT6,B4GALT7,G00155
G00157.hsa00534	G00157	hsa00534	1.57853932528119e-23	25	9	9	G00157,EXTL3,G00162,G00163,EXTL2,G00164,EXT1,EXT2,EXTL1
FIP1L1.hsa03015	FIP1L1	hsa03015	5.76650784036157e-17	8	70	8	FIP1L1,CPSF3,CPSF2,CPSF1,CPSF4,WDR33,WDR82,SSU72
STT3B.hsa00510	STT3B	hsa00510	3.11980810751237e-22	11	84	11	STT3B,STT3A,G00008,C00621,G00009,C03021,DAD1,DDOST,RPN1,RPN2,TUSC3
HSD17B12.hsa01212	HSD17B12	hsa01212	5.31466934473816e-16	12	144	10	HSD17B12,TECR,HACD2,HACD4,HACD3,HACD1,C16220,C16221,C16218,C16217
C01134.hsa00770	C01134	hsa00770	1.07762725719213e-38	16	38	16	C01134,C00831,C00864,PANK1,PANK4,PANK3,PANK2,C04352,C03492,C04079,COASY,PPCS,PPCDC,VNN3,VNN2,VNN1
MLKL.hsa04217	MLKL	hsa04217	6.43004314831015e-24	20	157	16	MLKL,CHMP1A,CHMP1B,VPS4A,VPS4B,CHMP5,CHMP4B,CHMP4C,CHMP7,CHMP2B,CHMP2A,TRPM7,RNF103CHMP3,CHMP4A,CHMP3,CHMP6
PRKN.hsa04137	PRKN	hsa04137	3.57163923829723e-24	18	62	13	PRKN,PINK1,ATG9B,ATG9A,UBB,TFEB,TFE3,MFN2,MFN1,RHOT1,RHOT2,USP8,TOMM7
PRKN.hsa05012	PRKN	hsa05012	9.16984984132418e-09	18	31	5	UBB,UBA1,UBA7,UBE2L3,UBE2L6
DPM2.hsa00051	DPM2	hsa00051	3.15855685621928e-09	20	50	6	C00096,C00636,PMM1,PMM2,GMPPB,GMPPA
DPM2.hsa00510	DPM2	hsa00510	4.72200777149424e-26	20	84	15	DPM2,C00096,C00110,DPM1,DPM3,C03862,ALG1,ALG14,ALG13,G00001,G00002,DPAGT1,DOLPP1,DOLK,C00381
PYCARD.hsa04621	PYCARD	hsa04621	1.70636338770002e-36	21	151	21	PYCARD,CASP1,NLRC4,AIM2,GSDMD,NAIP,NLRP12,IFI16,MEFV,CARD16,CARD17,CARD18,NLRP6,NLRP7,PYDC1,PYDC2,TP53BP1,PYDC5,PSTPIP1,CASP5,CASP4
C00062.hsa00220	C00062	hsa00220	6.6948035233577e-32	22	34	15	C00062,C00077,C00327,ASS1,ASL,CPS1,ARG1,ARG2,OTC,C00086,C00169,C00437,ABHD14AACY1,ACY1,C03406
C00448.hsa00900	C00448	hsa00900	5.81795951042361e-56	23	40	23	C00448,FDPS,GGPS1,C00129,C00235,C20120,C04506,NUS1,DHDDS,IDI1,IDI2,C00341,C00353,C05859,PDSS1,PDSS2,C17432,FNTA,FNTB,RCE1,ZMPSTE24,ICMT,C04748
C14818.hsa00860	C14818	hsa00860	4.64140621678341e-28	23	72	16	C14818,HMOX1,C14819,C00032,C00500,HMOX2,HEPH,C15672,COX15,COX10,CP,FXN,BLVRA,HCCS,C15670,C00524
C14818.hsa04216	C14818	hsa04216	2.06456188564453e-08	23	28	5	C14818,C14819,PCBP2,PCBP1,FTMT
CHKA.hsa00564	CHKA	hsa00564	1.04455336865906e-16	12	123	10	CHKA,CHKB,C00114,C00346,C00588,PHOSPHO1,C00189,ETNPPL,ACHE,CHAT
XDH.hsa00232	XDH	hsa00232	4.00992331223962e-15	21	15	7	XDH,C16358,C16359,C07480,C16360,C16353,C16355
XDH.hsa00983	XDH	hsa00983	2.68955741046142e-13	21	116	10	XDH,HPRT1,TPMT,C02380,C16619,C16614,C16615,C16613,C07648,C16620
C00158.hsa00020	C00158	hsa00020	2.22277034282987e-09	19	50	6	C00158,ACLY,CS,ACO1,ACO2,C00417
C00158.hsa00250	C00158	hsa00250	1.44895980309649e-12	19	62	8	C00158,RIMKLA,RIMKLB,C01042,FOLH1,C12270,C20776,C20775
C00158.hsa04974	C00158	hsa04974	3.61667194255724e-11	19	4	4	C01327,PGA5,PGA3,PGA4
BLM.hsa03460	BLM	hsa03460	2.11277193867201e-21	9	40	9	BLM,RMI1,RMI2,TOP3A,TOP3B,RPA4,RPA1,RPA2,RPA3
C00083.hsa00062	C00083	hsa00062	2.50261527792495e-20	11	66	10	C00083,C20876,C20877,ELOVL6,ELOVL2,ELOVL5,ELOVL1,ELOVL4,ELOVL7,ELOVL3
TYMP.hsa00240	TYMP	hsa00240	2.3561424225692e-19	18	94	12	TYMP,C00106,DPYD,DPYS,UPB1,UPRT,C00429,C00178,C21028,C02642,C21029,C01205
TYMP.hsa00983	TYMP	hsa00983	3.47605597945287e-14	18	116	10	TYMP,C07649,DPYD,DPYS,UPB1,C16630,C16631,C12739,C11736,C16632
TAS1R3.hsa04742	TAS1R3	hsa04742	1.13078580207337e-19	11	76	10	TAS1R3,TAS1R2,TAS1R1,GNAT3,C00740,C12284,C19378,C11045,C02265,C00133
EIF4E.hsa03013	EIF4E	hsa03013	2.40386295027324e-13	10	121	8	EIF4E,EIF4E1B,EIF4E2,EIF4G1,EIF4G2,EIF4G3,EIF4A1,EIF4A2
C00103.hsa00052	C00103	hsa00052	2.3607501500454e-17	18	58	10	C00103,C00029,GALT,C00052,UGP2,GALE,LALBA,C00984,C00446,GALK1
C00103.hsa00500	C00103	hsa00500	1.08715828644086e-17	18	54	10	C00103,C00029,C00718,UGP2,PGM2L1,AGL,GYG1,GYG2,GBE1,C01231
C00137.hsa00562	C00137	hsa00562	9.54208743641209e-12	16	96	8	C00137,IMPAD1,C04006,IMPA1,IMPA2,C03546,MIOX,ISYNA1
C00137.hsa00920	C00137	hsa00920	7.04032882666269e-16	16	16	7	IMPAD1,PAPSS2,PAPSS1,C00224,C00053,C00059,BPNT1
G12336.hsa00531	G12336	hsa00531	8.59333224182894e-25	12	42	11	G12336,G10505,G00526,G13043,HYAL4,HYAL1,SPAM1,HYAL3,HYAL2,G00872,ARSB
SERPINE1.hsa04610	SERPINE1	hsa04610	4.94024063373845e-30	15	54	14	SERPINE1,PROC,PLAU,PLAT,SERPINB2,F5,PLAUR,SERPINA5,F8,SERPINA1,SERPINF2,A2M,PROCR,PROS1
SEC13.hsa04141	SEC13	hsa04141	3.44052965729014e-27	12	50	12	SEC13,SEC31A,SEC31B,SAR1B,SAR1A,SEC24B,SEC23B,SEC23A,SEC24A,SEC24C,SEC24D,PREB
C00631.hsa00010	C00631	hsa00010	1.06859289978245e-18	11	94	10	C00631,C00236,C00197,PGAM4,PGAM2,C01159,BPGM,MINPP1,PGAM1,GAPDHS
C00011.hsa00910	C00011	hsa00910	1.05544599085744e-40	15	23	15	C00011,C00288,CA5B,CA14,CA13,CA1,CA2,CA3,CA4,CA5A,CA6,CA7,CA8,CA9,CA12
CES1.hsa00232	CES1	hsa00232	1.71506183234168e-08	15	15	4	NAT2,NAT1,C13747,C16365
CES1.hsa00983	CES1	hsa00983	2.91340629703223e-22	15	116	13	CES1,NAT2,NAT1,C07447,C07054,C07585,C05361,C16622,C16635,C12650,C16641,C16543,C07446
MPST.hsa00920	MPST	hsa00920	8.09351459912511e-21	19	16	9	MPST,TST,C00094,SUOX,C00320,ETHE1,SQOR,C17267,C00283
MPST.hsa04122	MPST	hsa04122	4.18358326995981e-15	19	8	6	MPST,TST,NFS1,MOCS3,MOCS2,URM1
C00148.hsa00330	C00148	hsa00330	6.22059281422346e-26	13	88	13	C00148,C01157,C03912,C04281,PYCR2,PYCR1,PYCR3,LOC102724788,PRODH,PRODH2,P4HA3,P4HA1,P4HA2
PNPO.hsa00750	PNPO	hsa00750	3.26162347991137e-29	10	15	10	PNPO,PHOSPHO2,PDXP,PDXK,C00250,C00627,C00018,C00647,C00314,C00534
CD38.hsa00760	CD38	hsa00760	1.52156440537613e-11	11	43	6	CD38,BST1,C00153,NAMPT,C02918,NNMT
CD38.hsa04972	CD38	hsa04972	2.50938053216661e-09	11	42	5	CD38,BST1,C13050,C13051,TPCN2
MIR21.hsa05206	MIR21	hsa05206	7.03435013518653e-09	14	260	8	MIR21,MARCKS,PDCD4,SERPINB5,SPRY2,HNRNPK,TP63,RECK
BRCA1.hsa03440	BRCA1	hsa03440	1.70501861373695e-18	15	18	8	BRCA1,BRCA2,BRIP1,PALB2,SEM1,BARD1,TOPBP1,SYCP3
BRCA1.hsa03460	BRCA1	hsa03460	1.03279693861942e-17	15	40	9	BRCA1,BRCA2,BRIP1,PALB2,MLH1,PMS2,FAN1,RAD51C,RAD51
LYPLA1.hsa00564	LYPLA1	hsa00564	2.75012108897851e-13	10	123	8	LYPLA1,PNPLA6,PNPLA7,C00670,C01233,GPCPD1,C05973,C04233
PDX1.hsa04950	PDX1	hsa04950	2.00084414640152e-37	14	24	14	PDX1,NEUROG3,NKX22,PAX6,NEUROD1,ONECUT1,IAPP,MAFA,NKX61,NR5A2,HHEX,MNX1,HNF1B,PAX4
CARNS1.hsa00340	CARNS1	hsa00340	1.10257838439233e-15	14	39	8	CARNS1,C00135,CNDP1,CNDP2,C00386,C01262,CARNMT1,C01152
RBP2.hsa00130	RBP2	hsa00130	9.99726965988011e-25	14	19	10	NQO1,C00828,VKORC1L1,VKORC1,C02059,GGCX,C20265,C05849,C05819,C03313
RBP2.hsa04977	RBP2	hsa04977	6.02330328001288e-12	14	11	5	RBP2,C00828,C02059,C02094,C05377
ALG9.hsa00510	ALG9	hsa00510	2.13816576175842e-42	21	84	21	ALG9,ALG6,ALG11,ALG2,ALG3,ALG5,G10599,ALG10B,ALG8,G10598,C01246,G00005,G00003,G00007,G10596,ALG12,G10597,G10595,G00006,G10526,G00004
MIR200C.hsa05206	MIR200C	hsa05206	1.24634204744e-16	11	260	11	MIR200C,COMMD3BMI1,BMI1,MIR200A,MIR200B,MIR205,ZEB1,ZEB2,MIR1281,MIR1282,ZFPM2
C00049.hsa00250	C00049	hsa00250	5.95521165695864e-14	14	62	8	C00049,CAD,ADSSL1,ADSS,ASPA,C03794,NAT8L,C00438
HSD3B7.hsa00120	HSD3B7	hsa00120	2.10041342066e-35	18	63	17	HSD3B7,CYP7B1,C06341,CYP46A1,C03594,C13550,CYP39A1,C15520,C17335,C15518,CH25H,C15519,C17333,C17337,C17336,C17332,C17331
SLC27A5.hsa00120	SLC27A5	hsa00120	7.56245455593631e-26	12	63	12	SLC27A5,AMACR,C01794,C05337,ACOT8,C02528,C00695,C04722,C15613,C17343,C17345,C17346
C00100.hsa00640	C00100	hsa00640	3.47433763693263e-21	11	55	10	C00100,ACSS2,ACSS1,C00683,C05983,C00163,ACSS3,PCCA,PCCB,ECHDC1
C01081.hsa00730	C01081	hsa00730	1.57257972907649e-15	13	22	7	C01081,C00378,ALPI,ALPL,ALPP,TPK1,ALPG
C01081.hsa00790	C01081	hsa00790	1.98865773756692e-17	13	52	9	GCH1,C04895,ALPI,ALPL,ALPP,C04874,C06148,C05923,C05922
C05703.hsa00450	C05703	hsa00450	5.25003377654993e-29	12	37	12	C05703,C01528,TXNRD2,TXNRD3,TXNRD1,SCLY,C05684,C18902,C05172,SEPHS2,SEPHS1,C05688
IL1RAP.hsa04060	IL1RAP	hsa04060	7.81326346548671e-15	10	281	10	IL1RAP,IL1RL2,IL1RN,IL33,IL1RL1,IL36RN,IL36A,IL36B,IL36G,IL1F10
C01204.hsa04070	C01204	hsa04070	3.45967846463105e-19	10	106	10	C01204,C11526,C11174,C20690,IP6K3,IP6K2,IP6K1,PPIP5K2,PPIP5K1,IPPK
C02686.hsa00600	C02686	hsa00600	1.68207282620205e-25	15	68	13	C02686,GAL3ST1,UGT8,C06128,C06126,C06125,GALC,NEU3,NEU4,NEU1,NEU2,ARSA,C06127
C00070.hsa04978	C00070	hsa04978	1.0392371503915e-33	13	27	13	C00070,C00038,MT1A,MT1B,MT1E,MT1F,MT1G,MT1H,MT1M,MT1X,MT2A,MT1HL1,ATOX1
CYP27A1.hsa00120	CYP27A1	hsa00120	7.56245455593631e-26	12	63	12	CYP27A1,CYP8B1,C15610,C05455,C05454,C05452,C17339,C04554,C05446,C01301,C05444,C05445
PIGF.hsa00563	PIGF	hsa00563	3.78328921191577e-24	10	37	10	PIGF,PIGO,PGAP1,GPAA1,PIGK,PIGS,PIGT,PIGU,G00149,G13044
ESPL1.hsa04110	ESPL1	hsa04110	3.85910462874502e-13	7	123	7	ESPL1,SMC3,RAD21,SMC1B,STAG1,STAG2,SMC1A
SP1.hsa05231	SP1	hsa05231	5.5792160570751e-23	13	86	12	SP1,SLC44A3,SLC44A5,SLC44A1,SLC44A2,SLC5A7,SLC22A1,SLC22A3,SLC22A2,SLC22A4,SLC22A5,SLC44A4
G00012.hsa00510	G00012	hsa00510	3.09485821667127e-32	16	84	16	G00012,G00011,G00014,G00013,GANAB,MGAT2,MAN2A2,MAN2A1,MGAT1,MAN1A2,MAN1B1,MAN1A1,MAN1C1,G00171,MOGS,G00010
G10617.hsa00563	G10617	hsa00563	2.01573014318993e-36	15	37	15	G10617,PIGW,G00145,PIGX,PIGM,G00146,PIGB,PIGV,PIGN,G00144,PIGL,GPLD1,G00148,G00147,G12396
AGXT.hsa00630	AGXT	hsa00630	6.86376400523477e-23	12	60	11	AGXT,GRHPR,C00048,C00160,C00168,HAO2,HAO1,HYI,PGP,C01146,C00988
C00082.hsa00350	C00082	hsa00350	2.67210062705013e-16	12	77	9	C00082,TYR,TPO,C00355,C01060,C02515,C05578,C05579,C00822
C1QBP.hsa05168	C1QBP	hsa05168	3.35011770750819e-21	11	103	11	C1QBP,SRPK1,SRSF8,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF9
ALOX15.hsa00330	ALOX15	hsa00330	6.28603068542326e-14	11	88	8	C00134,C02714,SAT2,SAT1,AZIN2,ODC1,C00179,AGMAT
ALOX15.hsa04216	ALOX15	hsa04216	6.18661301026721e-08	11	28	4	ALOX15,SAT2,SAT1,C02477
CD28.hsa04514	CD28	hsa04514	1.0167906387249e-16	9	123	9	CD28,CTLA4,CD80,CD86,LOC102723996,ICOSLG,PDCD1,CD274,PDCD1LG2
C03402.hsa00970	C03402	hsa00970	6.01390329393174e-19	11	89	10	C03402,GATC,GATB,QRSL1,C02282,C06112,C06113,QARS,C00152,NARS2
KLRC4KLRK1.hsa04650	KLRC4KLRK1	hsa04650	2.46382531736158e-18	10	128	10	KLRC4KLRK1,KLRK1,MICA,MICB,ULBP3,ULBP2,ULBP1,RAET1E,RAET1L,RAET1G
NR1H4.hsa04976	NR1H4	hsa04976	1.10834046393831e-28	12	39	12	NR1H4,C05466,C05465,C01921,C05122,SLC51A,SLC51B,C04483,C03990,ABCB11,ABCC2,ABCB4
C00645.hsa00520	C00645	hsa00520	1.94489007891091e-26	13	81	13	C00645,NANS,C00270,CMAS,GNE,RENBP,C04257,NPL,C06241,NANP,C00128,C03410,C03691
RSPO1.hsa04310	RSPO1	hsa04310	1.92846647883048e-12	7	154	7	RSPO1,RSPO2,RSPO4,RSPO3,LGR4,LGR6,LGR5
CSNK2A1.hsa05168	CSNK2A1	hsa05168	7.89872821996311e-12	6	103	6	CSNK2A1,HCFC2,HCFC1,POU2F3,POU2F1,POU2F2
C00427.hsa00590	C00427	hsa00590	2.11720558956917e-21	11	99	11	C00427,PTGS1,C05956,PTGIS,PTGES3,PTGES2,PTGES,TBXAS1,PTGDS,PRXL2B,C02198
CRPPA.hsa00515	CRPPA	hsa00515	2.23257869595495e-37	15	33	15	CRPPA,RXYLT1,FKTN,B4GAT1,POMGNT2,FKRP,LARGE2,LARGE1,B3GALNT2,POMK,G13094,G13095,C01068,C00789,G13087
C00300.hsa00330	C00300	hsa00330	5.37588393181506e-22	11	88	11	C00300,GATM,C02305,C00581,GAMT,CKB,CKM,CKMT1B,CKMT2,CKMT1A,C01035
C04076.hsa00310	C04076	hsa00310	3.50174815265667e-12	16	85	8	C04076,C00047,AASS,PHYKPL,C03366,HYKK,C00449,C16741
C04076.hsa00780	C04076	hsa00780	1.05956581131795e-16	16	13	7	C00047,BTD,HLCS,C00120,C05921,C06250,C05552
RAB11B.hsa04144	RAB11B	hsa04144	1.31152959806896e-21	11	95	11	RAB11B,RBSN,EHD1,RAB11A,RAB11FIP2,RAB11FIP5,RAB11FIP1,RAB4A,EHD3,VPS45,RUFY1
SRM.hsa00330	SRM	hsa00330	4.01671199813753e-12	10	88	7	SRM,SMS,C01137,C00315,C00750,SMOX,AMD1
SRM.hsa00480	SRM	hsa00480	4.54083178864216e-10	10	84	6	SRM,SMS,C00315,C00750,C01672,C16565
G00015.hsa00510	G00015	hsa00510	3.2022777256525e-24	12	84	12	G00015,G00020,G00021,MGAT5,MGAT4B,MGAT4A,MGAT4D,MGAT4C,FUT8,MGAT3,G00022,G00019
RHO.hsa04744	RHO	hsa04744	1.42875006471862e-17	7	31	7	RHO,PDE6A,PDE6G,PDE6B,GNAT1,GNAT2,SAG
TJP1.hsa05120	TJP1	hsa05120	3.77325005285884e-12	5	39	5	TJP1,F11R,JAM3,JAM2,IGSF5
NRXN3.hsa04514	NRXN3	hsa04514	6.2908394735023e-15	8	123	8	NRXN3,NRXN1,NRXN2,NLGN4Y,NLGN1,NLGN3,NLGN4X,NLGN2
RAN.hsa03013	RAN	hsa03013	3.31684487818911e-22	12	121	12	RAN,XPO1,NCBP1,EEF1A1,EEF1A2,NCBP2,NUP214,NUP88,XPOT,XPO5,PHAX,NMD3
GUCY2D.hsa04744	GUCY2D	hsa04744	2.83858347858039e-14	7	31	6	GUCY2D,GUCY2F,GUCA1A,GUCA1B,GUCA1C,C00305
C00061.hsa00740	C00061	hsa00740	3.0236390629629e-24	8	12	8	C00061,ACP1,C00255,BLVRB,RFK,ACP2,FLAD1,C01007
CALCRL.hsa04270	CALCRL	hsa04270	7.13156529603339e-13	7	134	7	CALCRL,RAMP2,RAMP1,RAMP3,CALCA,CALCB,ADM
SERPINC1.hsa04610	SERPINC1	hsa04610	6.35554142691024e-18	8	54	8	SERPINC1,F10,F12,KLKB1,F7,F9,F11,TFPI
FECH.hsa00860	FECH	hsa00860	5.07637676369265e-23	11	72	11	FECH,PPOX,UROD,C03263,C02191,C05770,C01079,CPOX,C21284,C05766,C05768
C07108.hsa00982	C07108	hsa00982	4.58747770116941e-13	7	126	7	C07108,C16545,FMO1,FMO2,FMO3,FMO4,FMO5
PRNP.hsa04514	PRNP	hsa04514	7.60575445399756e-08	8	123	5	L1CAM,NCAM1,NCAM2,CNTN2,CNTNAP2
PRNP.hsa05020	PRNP	hsa05020	7.42616278152074e-12	8	21	5	PRNP,NCAM1,NCAM2,STIP1,HSPA5
IDS.hsa00531	IDS	hsa00531	3.1339282083773e-28	12	42	12	IDS,IDUA,G13042,G13035,G13036,SGSH,G13037,HGSNAT,G13038,NAGLU,G13041,G13039
CYP4F3.hsa00590	CYP4F3	hsa00590	1.04575680048888e-15	8	99	8	CYP4F3,CYP4F2,C02165,ALOX5,C00909,C04853,LTA4H,LTC4S
PIPOX.hsa00260	PIPOX	hsa00260	2.00154015728625e-15	10	68	8	PIPOX,BHMT,C00213,C00719,SARDH,GNMT,C01026,DMGDH
HSD17B4.hsa00120	HSD17B4	hsa00120	1.06735554311784e-13	9	63	7	HSD17B4,C05460,C05447,C05467,C05449,C15614,C05448
CFL1.hsa04810	CFL1	hsa04810	2.45084904587591e-08	5	216	5	CFL1,CFL2,SSH1,SSH3,SSH2
C00357.hsa00520	C00357	hsa00520	2.01579415317819e-18	9	81	9	C00357,C04501,C00043,AMDHD2,GNPNAT1,NAGK,PGM3,UAP1,UAP1L1
SEC22B.hsa04130	SEC22B	hsa04130	2.61182950138426e-18	7	25	7	SEC22B,GOSR2,BNIP1,USE1,STX18,BET1,BET1L
DAO.hsa00330	DAO	hsa00330	1.09359524578832e-11	11	88	7	DAO,C03564,L3HYPDH,C00763,C03440,C04282,C05147
DAO.hsa00472	DAO	hsa00472	3.02773830699545e-15	11	5	5	DAO,C00515,C01110,C00792,C03771
SLC12A2.hsa05110	SLC12A2	hsa05110	1.26668429534078e-09	4	44	4	SLC12A2,KCNQ1,C00698,C00238
CYP27B1.hsa00100	CYP27B1	hsa00100	1.17084913642866e-17	8	58	8	CYP27B1,CYP24A1,C01561,C01673,C05443,CYP2R1,C18231,C07712
C00996.hsa00520	C00996	hsa00520	1.88930661505783e-14	7	81	7	C00996,C00999,CYB5R3,CYB5R4,CYB5R2,CYB5R1,CYB5RL
ERO1A.hsa04141	ERO1A	hsa04141	5.42710677445527e-16	7	50	7	ERO1A,ERO1B,PDIA6,ERP29,P4HB,TXNDC5,PDIA4
C00430.hsa00860	C00430	hsa00860	6.57640087004394e-19	9	72	9	C00430,ALAS1,ALAS2,ALAD,C01051,UROS,C01024,HMBS,C00931
C00290.hsa04610	C00290	hsa04610	1.42674501504493e-13	6	54	6	C00290,FGA,FGB,FGG,F13A1,F13B
